ИНН,Зона,Дата_утверждения,prev_zone,next_zone,next_date,zone_change,step
311514983,З,2020-09-30 03:04:59,,Ч,2020-12-27 03:04:59,True,1
311514983,Ч,2020-12-27 03:04:59,З,Ж,2021-05-12 03:04:59,True,2
311514983,Ж,2021-05-12 03:04:59,Ч,К,2021-06-11 03:04:59,True,3
311514983,К,2021-06-11 03:04:59,Ж,Ч,2021-07-19 03:04:59,True,4
311514983,Ч,2021-07-19 03:04:59,К,,,True,5
311649138,К,2022-10-11 03:56:14,,З,2022-11-13 03:56:14,True,1
311649138,З,2022-11-13 03:56:14,К,Ж,2023-01-03 03:56:14,True,2
311649138,Ж,2023-01-03 03:56:14,З,З,2023-06-27 03:56:14,True,3
311649138,З,2023-06-27 03:56:14,Ж,,,True,4
312385710,Ч,2022-08-18 21:20:57,,К,2022-11-07 21:20:57,True,1
312385710,К,2022-11-07 21:20:57,Ч,Ж,2023-03-17 21:20:57,True,2
312385710,Ж,2023-03-17 21:20:57,К,К,2023-06-23 21:20:57,True,3
312385710,К,2023-06-23 21:20:57,Ж,Ч,2023-08-15 21:20:57,True,4
312385710,Ч,2023-08-15 21:20:57,К,,,True,5
313686259,Ж,2020-09-16 17:57:43,,К,2020-11-14 17:57:43,True,1
313686259,К,2020-11-14 17:57:43,Ж,З,2021-03-20 17:57:43,True,2
313686259,З,2021-03-20 17:57:43,К,Ч,2021-08-20 17:57:43,True,3
313686259,Ч,2021-08-20 17:57:43,З,Ж,2021-11-11 17:57:43,True,4
313686259,Ж,2021-11-11 17:57:43,Ч,Ч,2022-01-28 17:57:43,True,5
313686259,Ч,2022-01-28 17:57:43,Ж,,,True,6
314382319,Ж,2023-03-04 15:08:36,,Ч,2023-04-20 15:08:36,True,1
314382319,Ч,2023-04-20 15:08:36,Ж,Ж,2023-10-05 15:08:36,True,2
314382319,Ж,2023-10-05 15:08:36,Ч,Ч,2023-12-29 15:08:36,True,3
314382319,Ч,2023-12-29 15:08:36,Ж,,,True,4
314743947,З,2021-10-09 01:20:39,,Ч,2021-12-04 01:20:39,True,1
314743947,Ч,2021-12-04 01:20:39,З,К,2022-02-22 01:20:39,True,2
314743947,К,2022-02-22 01:20:39,Ч,З,2022-07-08 01:20:39,True,3
314743947,З,2022-07-08 01:20:39,К,Ж,2022-12-28 01:20:39,True,4
314743947,Ж,2022-12-28 01:20:39,З,,,True,5
315960231,Ж,2021-04-08 16:04:50,,Ч,2021-06-16 16:04:50,True,1
315960231,Ч,2021-06-16 16:04:50,Ж,З,2021-08-11 16:04:50,True,2
315960231,З,2021-08-11 16:04:50,Ч,К,2022-01-25 16:04:50,True,3
315960231,К,2022-01-25 16:04:50,З,,,True,4
316007469,К,2020-04-26 09:18:06,,З,2020-07-20 09:18:06,True,1
316007469,З,2020-07-20 09:18:06,К,К,2020-09-02 09:18:06,True,2
316007469,К,2020-09-02 09:18:06,З,,,True,3
316554041,Ж,2021-03-27 05:28:38,,К,2021-09-17 05:28:38,True,1
316554041,К,2021-09-17 05:28:38,Ж,Ч,2021-10-23 05:28:38,True,2
316554041,Ч,2021-10-23 05:28:38,К,З,2021-12-25 05:28:38,True,3
316554041,З,2021-12-25 05:28:38,Ч,,,True,4
316826356,Ж,2022-06-25 04:15:28,,Ч,2022-11-05 04:15:28,True,1
316826356,Ч,2022-11-05 04:15:28,Ж,З,2022-12-16 04:15:28,True,2
316826356,З,2022-12-16 04:15:28,Ч,,,True,3
317023504,Ч,2022-12-24 06:55:44,,З,2023-03-08 06:55:44,True,1
317023504,З,2023-03-08 06:55:44,Ч,Ч,2023-04-14 06:55:44,True,2
317023504,Ч,2023-04-14 06:55:44,З,Ж,2023-07-09 06:55:44,True,3
317023504,Ж,2023-07-09 06:55:44,Ч,З,2023-08-21 06:55:44,True,4
317023504,З,2023-08-21 06:55:44,Ж,Ч,2023-09-29 06:55:44,True,5
317023504,Ч,2023-09-29 06:55:44,З,,,True,6
317568333,К,2021-04-24 10:33:34,,Ж,2021-07-17 10:33:34,True,1
317568333,Ж,2021-07-17 10:33:34,К,З,2021-12-01 10:33:34,True,2
317568333,З,2021-12-01 10:33:34,Ж,Ж,2022-05-15 10:33:34,True,3
317568333,Ж,2022-05-15 10:33:34,З,Ч,2022-07-03 10:33:34,True,4
317568333,Ч,2022-07-03 10:33:34,Ж,К,2022-12-30 10:33:34,True,5
317568333,К,2022-12-30 10:33:34,Ч,,,True,6
319793573,Ч,2022-08-08 05:14:19,,Ж,2022-11-18 05:14:19,True,1
319793573,Ж,2022-11-18 05:14:19,Ч,Ч,2023-02-22 05:14:19,True,2
319793573,Ч,2023-02-22 05:14:19,Ж,Ж,2023-07-22 05:14:19,True,3
319793573,Ж,2023-07-22 05:14:19,Ч,,,True,4
320305305,Ж,2021-09-20 18:55:33,,К,2021-12-06 18:55:33,True,1
320305305,К,2021-12-06 18:55:33,Ж,Ч,2022-01-28 18:55:33,True,2
320305305,Ч,2022-01-28 18:55:33,К,К,2022-04-17 18:55:33,True,3
320305305,К,2022-04-17 18:55:33,Ч,,,True,4
320610942,Ч,2020-09-02 17:41:18,,Ж,2020-11-05 17:41:18,True,1
320610942,Ж,2020-11-05 17:41:18,Ч,К,2020-12-19 17:41:18,True,2
320610942,К,2020-12-19 17:41:18,Ж,Ж,2021-04-20 17:41:18,True,3
320610942,Ж,2021-04-20 17:41:18,К,,,True,4
321832081,К,2022-02-25 01:24:43,,З,2022-07-26 01:24:43,True,1
321832081,З,2022-07-26 01:24:43,К,К,2023-01-12 01:24:43,True,2
321832081,К,2023-01-12 01:24:43,З,З,2023-05-19 01:24:43,True,3
321832081,З,2023-05-19 01:24:43,К,К,2023-08-13 01:24:43,True,4
321832081,К,2023-08-13 01:24:43,З,,,True,5
322213398,Ч,2021-03-27 16:44:24,,К,2021-05-19 16:44:24,True,1
322213398,К,2021-05-19 16:44:24,Ч,Ч,2021-09-21 16:44:24,True,2
322213398,Ч,2021-09-21 16:44:24,К,З,2021-12-31 16:44:24,True,3
322213398,З,2021-12-31 16:44:24,Ч,,,True,4
324591203,Ж,2020-09-16 19:24:40,,Ч,2021-03-05 19:24:40,True,1
324591203,Ч,2021-03-05 19:24:40,Ж,К,2021-05-21 19:24:40,True,2
324591203,К,2021-05-21 19:24:40,Ч,З,2021-09-06 19:24:40,True,3
324591203,З,2021-09-06 19:24:40,К,,,True,4
324651657,К,2021-06-21 11:14:44,,З,2021-11-18 11:14:44,True,1
324651657,З,2021-11-18 11:14:44,К,Ч,2022-01-05 11:14:44,True,2
324651657,Ч,2022-01-05 11:14:44,З,З,2022-02-18 11:14:44,True,3
324651657,З,2022-02-18 11:14:44,Ч,Ч,2022-04-25 11:14:44,True,4
324651657,Ч,2022-04-25 11:14:44,З,К,2022-09-26 11:14:44,True,5
324651657,К,2022-09-26 11:14:44,Ч,,,True,6
326091610,З,2021-12-18 06:59:47,,Ж,2022-02-12 06:59:47,True,1
326091610,Ж,2022-02-12 06:59:47,З,К,2022-06-26 06:59:47,True,2
326091610,К,2022-06-26 06:59:47,Ж,З,2022-10-13 06:59:47,True,3
326091610,З,2022-10-13 06:59:47,К,Ч,2023-01-02 06:59:47,True,4
326091610,Ч,2023-01-02 06:59:47,З,К,2023-05-15 06:59:47,True,5
326091610,К,2023-05-15 06:59:47,Ч,,,True,6
326867531,З,2022-06-22 14:23:34,,Ч,2022-11-07 14:23:34,True,1
326867531,Ч,2022-11-07 14:23:34,З,Ж,2023-02-12 14:23:34,True,2
326867531,Ж,2023-02-12 14:23:34,Ч,З,2023-04-12 14:23:34,True,3
326867531,З,2023-04-12 14:23:34,Ж,Ч,2023-06-25 14:23:34,True,4
326867531,Ч,2023-06-25 14:23:34,З,,,True,5
328381577,З,2020-07-12 03:12:24,,Ж,2020-10-09 03:12:24,True,1
328381577,Ж,2020-10-09 03:12:24,З,Ч,2021-01-04 03:12:24,True,2
328381577,Ч,2021-01-04 03:12:24,Ж,,,True,3
328442699,К,2022-11-07 13:14:00,,З,2022-12-12 13:14:00,True,1
328442699,З,2022-12-12 13:14:00,К,Ж,2023-02-08 13:14:00,True,2
328442699,Ж,2023-02-08 13:14:00,З,З,2023-07-09 13:14:00,True,3
328442699,З,2023-07-09 13:14:00,Ж,К,2023-08-09 13:14:00,True,4
328442699,К,2023-08-09 13:14:00,З,,,True,5
328763639,З,2023-05-14 13:13:54,,Ч,2023-07-19 13:13:54,True,1
328763639,Ч,2023-07-19 13:13:54,З,Ж,2023-12-14 13:13:54,True,2
328763639,Ж,2023-12-14 13:13:54,Ч,,,True,3
330332158,З,2023-02-04 16:24:41,,Ч,2023-05-25 16:24:41,True,1
330332158,Ч,2023-05-25 16:24:41,З,Ж,2023-06-29 16:24:41,True,2
330332158,Ж,2023-06-29 16:24:41,Ч,,,True,3
331236700,Ж,2022-07-05 14:40:57,,З,2022-12-04 14:40:57,True,1
331236700,З,2022-12-04 14:40:57,Ж,Ж,2023-04-05 14:40:57,True,2
331236700,Ж,2023-04-05 14:40:57,З,З,2023-09-14 14:40:57,True,3
331236700,З,2023-09-14 14:40:57,Ж,,,True,4
331580748,Ж,2021-10-12 12:40:02,,К,2021-12-23 12:40:02,True,1
331580748,К,2021-12-23 12:40:02,Ж,Ч,2022-05-14 12:40:02,True,2
331580748,Ч,2022-05-14 12:40:02,К,,,True,3
332206312,З,2021-04-24 01:58:42,,Ч,2021-09-26 01:58:42,True,1
332206312,Ч,2021-09-26 01:58:42,З,З,2021-11-13 01:58:42,True,2
332206312,З,2021-11-13 01:58:42,Ч,,,True,3
332776020,К,2022-03-02 10:21:42,,Ж,2022-07-26 10:21:42,True,1
332776020,Ж,2022-07-26 10:21:42,К,К,2022-09-02 10:21:42,True,2
332776020,К,2022-09-02 10:21:42,Ж,Ч,2023-01-08 10:21:42,True,3
332776020,Ч,2023-01-08 10:21:42,К,З,2023-02-14 10:21:42,True,4
332776020,З,2023-02-14 10:21:42,Ч,,,True,5
333062855,К,2020-10-05 19:15:30,,Ж,2020-12-24 19:15:30,True,1
333062855,Ж,2020-12-24 19:15:30,К,К,2021-04-12 19:15:30,True,2
333062855,К,2021-04-12 19:15:30,Ж,Ж,2021-09-17 19:15:30,True,3
333062855,Ж,2021-09-17 19:15:30,К,,,True,4
333868651,З,2020-09-24 10:01:35,,Ч,2020-11-21 10:01:35,True,1
333868651,Ч,2020-11-21 10:01:35,З,З,2021-03-30 10:01:35,True,2
333868651,З,2021-03-30 10:01:35,Ч,Ж,2021-06-22 10:01:35,True,3
333868651,Ж,2021-06-22 10:01:35,З,К,2021-09-05 10:01:35,True,4
333868651,К,2021-09-05 10:01:35,Ж,З,2021-10-16 10:01:35,True,5
333868651,З,2021-10-16 10:01:35,К,,,True,6
334763343,З,2021-10-09 09:37:52,,К,2022-02-06 09:37:52,True,1
334763343,К,2022-02-06 09:37:52,З,З,2022-07-22 09:37:52,True,2
334763343,З,2022-07-22 09:37:52,К,,,True,3
335370300,Ж,2023-03-24 17:20:31,,Ч,2023-08-26 17:20:31,True,1
335370300,Ч,2023-08-26 17:20:31,Ж,,,True,2
335484712,Ч,2022-06-11 23:42:05,,К,2022-08-19 23:42:05,True,1
335484712,К,2022-08-19 23:42:05,Ч,З,2023-02-01 23:42:05,True,2
335484712,З,2023-02-01 23:42:05,К,Ч,2023-06-23 23:42:05,True,3
335484712,Ч,2023-06-23 23:42:05,З,Ж,2023-11-13 23:42:05,True,4
335484712,Ж,2023-11-13 23:42:05,Ч,,,True,5
336495939,Ч,2022-12-09 18:04:20,,З,2023-03-28 18:04:20,True,1
336495939,З,2023-03-28 18:04:20,Ч,Ж,2023-08-26 18:04:20,True,2
336495939,Ж,2023-08-26 18:04:20,З,К,2023-11-14 18:04:20,True,3
336495939,К,2023-11-14 18:04:20,Ж,,,True,4
337073070,Ч,2021-11-04 08:13:15,,К,2022-03-15 08:13:15,True,1
337073070,К,2022-03-15 08:13:15,Ч,З,2022-06-23 08:13:15,True,2
337073070,З,2022-06-23 08:13:15,К,Ж,2022-09-22 08:13:15,True,3
337073070,Ж,2022-09-22 08:13:15,З,Ч,2022-10-26 08:13:15,True,4
337073070,Ч,2022-10-26 08:13:15,Ж,Ж,2023-03-02 08:13:15,True,5
337073070,Ж,2023-03-02 08:13:15,Ч,,,True,6
337370493,З,2023-02-01 16:22:13,,К,2023-05-08 16:22:13,True,1
337370493,К,2023-05-08 16:22:13,З,Ж,2023-09-27 16:22:13,True,2
337370493,Ж,2023-09-27 16:22:13,К,,,True,3
340706695,Ч,2020-11-20 19:10:46,,З,2020-12-22 19:10:46,True,1
340706695,З,2020-12-22 19:10:46,Ч,Ж,2021-03-19 19:10:46,True,2
340706695,Ж,2021-03-19 19:10:46,З,Ч,2021-06-10 19:10:46,True,3
340706695,Ч,2021-06-10 19:10:46,Ж,К,2021-09-01 19:10:46,True,4
340706695,К,2021-09-01 19:10:46,Ч,Ж,2021-11-18 19:10:46,True,5
340706695,Ж,2021-11-18 19:10:46,К,,,True,6
341105024,З,2023-01-22 23:50:00,,Ч,2023-04-06 23:50:00,True,1
341105024,Ч,2023-04-06 23:50:00,З,З,2023-08-23 23:50:00,True,2
341105024,З,2023-08-23 23:50:00,Ч,,,True,3
342459266,Ж,2020-12-05 23:49:09,,Ч,2021-05-25 23:49:09,True,1
342459266,Ч,2021-05-25 23:49:09,Ж,Ж,2021-07-14 23:49:09,True,2
342459266,Ж,2021-07-14 23:49:09,Ч,,,True,3
342818667,Ч,2022-04-23 10:09:28,,Ж,2022-07-14 10:09:28,True,1
342818667,Ж,2022-07-14 10:09:28,Ч,К,2022-08-24 10:09:28,True,2
342818667,К,2022-08-24 10:09:28,Ж,Ч,2023-02-07 10:09:28,True,3
342818667,Ч,2023-02-07 10:09:28,К,З,2023-06-01 10:09:28,True,4
342818667,З,2023-06-01 10:09:28,Ч,Ж,2023-10-11 10:09:28,True,5
342818667,Ж,2023-10-11 10:09:28,З,,,True,6
344681194,Ж,2020-11-13 00:18:48,,З,2021-04-21 00:18:48,True,1
344681194,З,2021-04-21 00:18:48,Ж,Ж,2021-08-11 00:18:48,True,2
344681194,Ж,2021-08-11 00:18:48,З,Ч,2021-12-13 00:18:48,True,3
344681194,Ч,2021-12-13 00:18:48,Ж,З,2022-04-30 00:18:48,True,4
344681194,З,2022-04-30 00:18:48,Ч,Ч,2022-06-15 00:18:48,True,5
344681194,Ч,2022-06-15 00:18:48,З,,,True,6
346058665,К,2021-07-07 11:10:50,,Ж,2021-09-24 11:10:50,True,1
346058665,Ж,2021-09-24 11:10:50,К,Ч,2022-01-07 11:10:50,True,2
346058665,Ч,2022-01-07 11:10:50,Ж,Ж,2022-03-30 11:10:50,True,3
346058665,Ж,2022-03-30 11:10:50,Ч,К,2022-05-23 11:10:50,True,4
346058665,К,2022-05-23 11:10:50,Ж,Ж,2022-10-14 11:10:50,True,5
346058665,Ж,2022-10-14 11:10:50,К,,,True,6
346963548,К,2021-08-01 22:59:40,,Ж,2022-01-01 22:59:40,True,1
346963548,Ж,2022-01-01 22:59:40,К,Ч,2022-06-26 22:59:40,True,2
346963548,Ч,2022-06-26 22:59:40,Ж,К,2022-10-07 22:59:40,True,3
346963548,К,2022-10-07 22:59:40,Ч,З,2023-02-10 22:59:40,True,4
346963548,З,2023-02-10 22:59:40,К,К,2023-08-05 22:59:40,True,5
346963548,К,2023-08-05 22:59:40,З,,,True,6
349006762,К,2021-01-07 16:11:59,,Ч,2021-02-12 16:11:59,True,1
349006762,Ч,2021-02-12 16:11:59,К,К,2021-06-25 16:11:59,True,2
349006762,К,2021-06-25 16:11:59,Ч,Ж,2021-09-23 16:11:59,True,3
349006762,Ж,2021-09-23 16:11:59,К,Ч,2022-03-16 16:11:59,True,4
349006762,Ч,2022-03-16 16:11:59,Ж,,,True,5
349034240,З,2022-07-17 04:04:00,,Ж,2022-12-14 04:04:00,True,1
349034240,Ж,2022-12-14 04:04:00,З,З,2023-02-25 04:04:00,True,2
349034240,З,2023-02-25 04:04:00,Ж,Ж,2023-04-25 04:04:00,True,3
349034240,Ж,2023-04-25 04:04:00,З,,,True,4
349101225,Ч,2020-05-13 04:11:51,,К,2020-06-21 04:11:51,True,1
349101225,К,2020-06-21 04:11:51,Ч,Ч,2020-09-19 04:11:51,True,2
349101225,Ч,2020-09-19 04:11:51,К,З,2020-11-17 04:11:51,True,3
349101225,З,2020-11-17 04:11:51,Ч,,,True,4
350691062,Ч,2022-02-03 21:28:55,,З,2022-03-10 21:28:55,True,1
350691062,З,2022-03-10 21:28:55,Ч,К,2022-06-24 21:28:55,True,2
350691062,К,2022-06-24 21:28:55,З,Ж,2022-07-30 21:28:55,True,3
350691062,Ж,2022-07-30 21:28:55,К,Ч,2022-10-19 21:28:55,True,4
350691062,Ч,2022-10-19 21:28:55,Ж,,,True,5
353657183,К,2022-03-10 02:16:03,,Ж,2022-05-27 02:16:03,True,1
353657183,Ж,2022-05-27 02:16:03,К,З,2022-09-14 02:16:03,True,2
353657183,З,2022-09-14 02:16:03,Ж,Ч,2022-10-25 02:16:03,True,3
353657183,Ч,2022-10-25 02:16:03,З,К,2023-04-02 02:16:03,True,4
353657183,К,2023-04-02 02:16:03,Ч,,,True,5
353768688,Ж,2021-01-19 15:48:48,,К,2021-04-07 15:48:48,True,1
353768688,К,2021-04-07 15:48:48,Ж,Ч,2021-07-31 15:48:48,True,2
353768688,Ч,2021-07-31 15:48:48,К,К,2021-10-01 15:48:48,True,3
353768688,К,2021-10-01 15:48:48,Ч,Ч,2022-02-08 15:48:48,True,4
353768688,Ч,2022-02-08 15:48:48,К,З,2022-06-16 15:48:48,True,5
353768688,З,2022-06-16 15:48:48,Ч,,,True,6
353859696,Ч,2020-04-26 21:35:04,,З,2020-06-18 21:35:04,True,1
353859696,З,2020-06-18 21:35:04,Ч,Ж,2020-10-16 21:35:04,True,2
353859696,Ж,2020-10-16 21:35:04,З,,,True,3
354585606,К,2023-01-10 13:17:25,,Ч,2023-03-11 13:17:25,True,1
354585606,Ч,2023-03-11 13:17:25,К,Ж,2023-05-28 13:17:25,True,2
354585606,Ж,2023-05-28 13:17:25,Ч,К,2023-08-28 13:17:25,True,3
354585606,К,2023-08-28 13:17:25,Ж,Ч,2023-12-28 13:17:25,True,4
354585606,Ч,2023-12-28 13:17:25,К,,,True,5
356214697,Ч,2023-05-02 12:29:32,,Ж,2023-07-29 12:29:32,True,1
356214697,Ж,2023-07-29 12:29:32,Ч,Ч,2023-08-30 12:29:32,True,2
356214697,Ч,2023-08-30 12:29:32,Ж,,,True,3
359833079,К,2021-07-18 04:54:50,,З,2021-11-13 04:54:50,True,1
359833079,З,2021-11-13 04:54:50,К,К,2022-04-12 04:54:50,True,2
359833079,К,2022-04-12 04:54:50,З,З,2022-10-04 04:54:50,True,3
359833079,З,2022-10-04 04:54:50,К,Ж,2023-01-20 04:54:50,True,4
359833079,Ж,2023-01-20 04:54:50,З,Ч,2023-07-15 04:54:50,True,5
359833079,Ч,2023-07-15 04:54:50,Ж,,,True,6
362605508,Ж,2021-02-05 06:27:27,,З,2021-06-06 06:27:27,True,1
362605508,З,2021-06-06 06:27:27,Ж,Ч,2021-10-21 06:27:27,True,2
362605508,Ч,2021-10-21 06:27:27,З,К,2022-02-20 06:27:27,True,3
362605508,К,2022-02-20 06:27:27,Ч,,,True,4
362948851,Ч,2020-03-13 07:47:09,,Ж,2020-08-26 07:47:09,True,1
362948851,Ж,2020-08-26 07:47:09,Ч,К,2021-02-12 07:47:09,True,2
362948851,К,2021-02-12 07:47:09,Ж,Ч,2021-05-06 07:47:09,True,3
362948851,Ч,2021-05-06 07:47:09,К,З,2021-08-20 07:47:09,True,4
362948851,З,2021-08-20 07:47:09,Ч,Ч,2022-01-02 07:47:09,True,5
362948851,Ч,2022-01-02 07:47:09,З,,,True,6
363090685,Ч,2022-09-24 00:07:06,,З,2023-03-07 00:07:06,True,1
363090685,З,2023-03-07 00:07:06,Ч,Ч,2023-05-18 00:07:06,True,2
363090685,Ч,2023-05-18 00:07:06,З,З,2023-10-03 00:07:06,True,3
363090685,З,2023-10-03 00:07:06,Ч,,,True,4
363394950,Ж,2020-11-19 17:39:48,,Ч,2021-04-12 17:39:48,True,1
363394950,Ч,2021-04-12 17:39:48,Ж,Ж,2021-07-18 17:39:48,True,2
363394950,Ж,2021-07-18 17:39:48,Ч,,,True,3
365651788,З,2022-01-10 07:25:40,,Ч,2022-04-21 07:25:40,True,1
365651788,Ч,2022-04-21 07:25:40,З,К,2022-08-22 07:25:40,True,2
365651788,К,2022-08-22 07:25:40,Ч,Ж,2022-12-11 07:25:40,True,3
365651788,Ж,2022-12-11 07:25:40,К,,,True,4
365916459,К,2023-01-07 09:04:38,,З,2023-02-24 09:04:38,True,1
365916459,З,2023-02-24 09:04:38,К,К,2023-04-02 09:04:38,True,2
365916459,К,2023-04-02 09:04:38,З,,,True,3
366003011,Ч,2021-12-18 04:18:43,,З,2022-05-21 04:18:43,True,1
366003011,З,2022-05-21 04:18:43,Ч,К,2022-09-12 04:18:43,True,2
366003011,К,2022-09-12 04:18:43,З,З,2022-11-23 04:18:43,True,3
366003011,З,2022-11-23 04:18:43,К,,,True,4
367896060,З,2023-02-17 11:31:53,,Ж,2023-04-17 11:31:53,True,1
367896060,Ж,2023-04-17 11:31:53,З,К,2023-08-12 11:31:53,True,2
367896060,К,2023-08-12 11:31:53,Ж,,,True,3
367983252,Ж,2022-03-09 11:09:14,,З,2022-07-30 11:09:14,True,1
367983252,З,2022-07-30 11:09:14,Ж,Ж,2022-11-05 11:09:14,True,2
367983252,Ж,2022-11-05 11:09:14,З,,,True,3
368461091,З,2023-04-14 13:59:57,,Ж,2023-06-25 13:59:57,True,1
368461091,Ж,2023-06-25 13:59:57,З,Ч,2023-12-04 13:59:57,True,2
368461091,Ч,2023-12-04 13:59:57,Ж,,,True,3
369153175,Ч,2023-02-26 07:12:24,,З,2023-04-04 07:12:24,True,1
369153175,З,2023-04-04 07:12:24,Ч,К,2023-09-23 07:12:24,True,2
369153175,К,2023-09-23 07:12:24,З,Ч,2023-12-24 07:12:24,True,3
369153175,Ч,2023-12-24 07:12:24,К,,,True,4
371079280,К,2022-09-11 22:49:11,,З,2023-03-09 22:49:11,True,1
371079280,З,2023-03-09 22:49:11,К,К,2023-05-24 22:49:11,True,2
371079280,К,2023-05-24 22:49:11,З,Ж,2023-08-05 22:49:11,True,3
371079280,Ж,2023-08-05 22:49:11,К,Ч,2023-10-25 22:49:11,True,4
371079280,Ч,2023-10-25 22:49:11,Ж,,,True,5
371131040,Ж,2021-04-26 22:36:31,,З,2021-07-09 22:36:31,True,1
371131040,З,2021-07-09 22:36:31,Ж,К,2021-11-20 22:36:31,True,2
371131040,К,2021-11-20 22:36:31,З,Ч,2022-02-12 22:36:31,True,3
371131040,Ч,2022-02-12 22:36:31,К,З,2022-08-04 22:36:31,True,4
371131040,З,2022-08-04 22:36:31,Ч,,,True,5
371737078,Ж,2022-11-14 07:58:13,,З,2023-03-18 07:58:13,True,1
371737078,З,2023-03-18 07:58:13,Ж,Ч,2023-07-03 07:58:13,True,2
371737078,Ч,2023-07-03 07:58:13,З,,,True,3
372038776,К,2021-05-04 01:36:37,,Ч,2021-07-31 01:36:37,True,1
372038776,Ч,2021-07-31 01:36:37,К,З,2021-11-05 01:36:37,True,2
372038776,З,2021-11-05 01:36:37,Ч,Ж,2022-03-27 01:36:37,True,3
372038776,Ж,2022-03-27 01:36:37,З,,,True,4
372434505,К,2021-08-31 03:26:48,,Ч,2021-11-06 03:26:48,True,1
372434505,Ч,2021-11-06 03:26:48,К,Ж,2022-02-26 03:26:48,True,2
372434505,Ж,2022-02-26 03:26:48,Ч,Ч,2022-07-18 03:26:48,True,3
372434505,Ч,2022-07-18 03:26:48,Ж,,,True,4
373773238,З,2022-02-11 18:04:39,,Ж,2022-06-10 18:04:39,True,1
373773238,Ж,2022-06-10 18:04:39,З,З,2022-09-26 18:04:39,True,2
373773238,З,2022-09-26 18:04:39,Ж,,,True,3
373809337,Ч,2020-05-25 07:33:39,,З,2020-08-23 07:33:39,True,1
373809337,З,2020-08-23 07:33:39,Ч,Ж,2020-12-27 07:33:39,True,2
373809337,Ж,2020-12-27 07:33:39,З,,,True,3
374366079,Ч,2020-06-04 09:42:19,,З,2020-10-17 09:42:19,True,1
374366079,З,2020-10-17 09:42:19,Ч,Ч,2021-01-11 09:42:19,True,2
374366079,Ч,2021-01-11 09:42:19,З,,,True,3
376057796,З,2020-08-16 19:44:45,,Ч,2020-12-20 19:44:45,True,1
376057796,Ч,2020-12-20 19:44:45,З,К,2021-04-25 19:44:45,True,2
376057796,К,2021-04-25 19:44:45,Ч,З,2021-07-10 19:44:45,True,3
376057796,З,2021-07-10 19:44:45,К,,,True,4
377024033,К,2022-07-05 19:44:12,,Ч,2022-12-12 19:44:12,True,1
377024033,Ч,2022-12-12 19:44:12,К,К,2023-04-28 19:44:12,True,2
377024033,К,2023-04-28 19:44:12,Ч,,,True,3
377830559,Ж,2022-12-31 10:51:01,,З,2023-03-14 10:51:01,True,1
377830559,З,2023-03-14 10:51:01,Ж,К,2023-04-13 10:51:01,True,2
377830559,К,2023-04-13 10:51:01,З,Ч,2023-08-21 10:51:01,True,3
377830559,Ч,2023-08-21 10:51:01,К,,,True,4
383626595,Ж,2023-01-23 13:59:42,,К,2023-04-08 13:59:42,True,1
383626595,К,2023-04-08 13:59:42,Ж,Ж,2023-07-14 13:59:42,True,2
383626595,Ж,2023-07-14 13:59:42,К,,,True,3
383757419,К,2021-10-12 02:03:11,,З,2022-02-10 02:03:11,True,1
383757419,З,2022-02-10 02:03:11,К,Ж,2022-03-26 02:03:11,True,2
383757419,Ж,2022-03-26 02:03:11,З,З,2022-08-31 02:03:11,True,3
383757419,З,2022-08-31 02:03:11,Ж,Ч,2022-10-19 02:03:11,True,4
383757419,Ч,2022-10-19 02:03:11,З,,,True,5
384947917,Ч,2021-08-05 06:56:11,,З,2021-10-28 06:56:11,True,1
384947917,З,2021-10-28 06:56:11,Ч,Ч,2022-02-16 06:56:11,True,2
384947917,Ч,2022-02-16 06:56:11,З,Ж,2022-08-11 06:56:11,True,3
384947917,Ж,2022-08-11 06:56:11,Ч,К,2022-12-25 06:56:11,True,4
384947917,К,2022-12-25 06:56:11,Ж,,,True,5
385537582,К,2022-06-19 12:45:14,,Ж,2022-07-26 12:45:14,True,1
385537582,Ж,2022-07-26 12:45:14,К,З,2023-01-08 12:45:14,True,2
385537582,З,2023-01-08 12:45:14,Ж,К,2023-03-17 12:45:14,True,3
385537582,К,2023-03-17 12:45:14,З,З,2023-08-26 12:45:14,True,4
385537582,З,2023-08-26 12:45:14,К,К,2023-12-23 12:45:14,True,5
385537582,К,2023-12-23 12:45:14,З,,,True,6
385727579,К,2020-12-29 22:10:26,,З,2021-01-31 22:10:26,True,1
385727579,З,2021-01-31 22:10:26,К,Ж,2021-03-22 22:10:26,True,2
385727579,Ж,2021-03-22 22:10:26,З,Ч,2021-09-06 22:10:26,True,3
385727579,Ч,2021-09-06 22:10:26,Ж,Ж,2022-02-02 22:10:26,True,4
385727579,Ж,2022-02-02 22:10:26,Ч,Ч,2022-04-13 22:10:26,True,5
385727579,Ч,2022-04-13 22:10:26,Ж,,,True,6
385978814,К,2021-05-22 13:37:16,,Ч,2021-07-25 13:37:16,True,1
385978814,Ч,2021-07-25 13:37:16,К,К,2021-11-25 13:37:16,True,2
385978814,К,2021-11-25 13:37:16,Ч,,,True,3
386384590,Ч,2021-04-25 07:00:51,,К,2021-07-28 07:00:51,True,1
386384590,К,2021-07-28 07:00:51,Ч,Ч,2021-12-23 07:00:51,True,2
386384590,Ч,2021-12-23 07:00:51,К,З,2022-06-06 07:00:51,True,3
